r cabinet lighting																											
Penguin ELT					Level Info					Word count / Length				M-Reader		Genre & Audience			Publication Data								Further Information
ERF code	Publisher	Title ERF Language Learner Literature Awards: LLLA Winners in Red, Finalists in Blue	Author(s)	Series	Publisher level	Headwords	ERF level (E) Early (M) Mid (H) High	Common European Framework CEF level	Yomi- yasusa level (YL) Average	Word count  (body only)	Additional material wordcount	Actual or Estimated count?	Book length (Pages)	Quiz  Avaliable? (Y)es, (N)o,  (S)oon	MReader Reading Level [RL]	Fiction (F) Nonfiction (NF)	Genre mystery, adventure, love, horror, etc.	Target age group: children, teen, adult, etc.	ISBN A (without CD/CD-ROM)	ISBN B (with CD/CD-ROM)	ISBN C (?)	ISBN D (?)	ISBN E (?)	Copyright  Year	Year First Published	In print?	Notes on publishing history, awards, special features, etc.
PGR6	Penguin	Northanger Abbey	Austen, Jane	Penguin Readers	6	3000	Advanced (E)	C1	6.0-6.5	32,059 		A	110	N	9		Classic	teen, adult	9781408221105	9781408232149				2011	2011	Y	
PGR6	Penguin	Oliver Twist	Dickens, Charles	Penguin Readers	6	3000	Advanced (E)	C1	6.0-6.5	35,613 		A	136	Y	9		Classic	teen, adult	9781405865258	9781405880435				2008	2008	Y	
PGR6	Penguin	Presumed Innocent	Turow	Penguin Readers	6	3000	Advanced (E)	C1	6.0-6.5	21,000 		E		Y	9		-	teen, adult	9780582417953	-				2008	2008	N	
PGR6	Penguin	Remains of the Day, The	Ishiguro, Kazuo	Penguin Readers	6	3000	Advanced (E)	C1	6.0-6.5	31,692 		A	120	Y	9		Contemporary	teen, adult	9781405882699	9781405880442				2008	2008	Y	
PGR6	Penguin	Room with a View, A	Forster, E.M.	Penguin Readers	6	3000	Advanced (E)	C1	6.0-6.5	30,686 		A	120	Y	9		Classic	teen, adult	9781405865302	No Audio CD				2008	2008	Y	
PGR6	Penguin	Runaway Jury, The	Grisham, John	Penguin Readers	6	3000	Advanced (E)	C1	6.0-6.5	27,313 		A	120	S	9		Contemporary	teen, adult	9781405882705	9781405880466				2008	2008	Y	
PGR6	Penguin	Saving Private Ryan	Collins, Max Allan	Penguin Readers	6	3000	Advanced (E)	C1	6.0-6.5	26,903 		A	120	Y	9		Contemporary	teen, adult	9781405882712	9781405880473				2008	2008	Y	
PGR6	Penguin	Scarlet and Black	Stendhal	Penguin Readers	6	3000	Advanced (E)	C1	6.0-6.5	26,000 		E		Y	9		-	teen, adult	9780582343689	-				2008	2008	N	
PGR6	Penguin	Schindler's List	Keneally, Thomas	Penguin Readers	6	3000	Advanced (E)	C1	6.0-6.5	33,394 		A	120	Y	9		Contemporary	teen, adult	9781405882729	9781405880480				2008	2008	Y	
PGR6	Penguin	Sir Richard Branson: The Autobiography	Branson	Penguin Readers	6	3000	Advanced (E)	C1	6.0-6.5	33,800 		E		Y	9		-	teen, adult	9780582512245	-				2008	2008	N	
PGR6	Penguin	Snow Falling on Cedars	Guterson, David	Penguin Readers	6	3000	Advanced (E)	C1	6.0-6.5	35,501 		A	128	Y	9		Contemporary	teen, adult	9781405882736	No Audio CD				2008	2008	Y	
PGR6	Penguin	Testament, The	Grisham, John	Penguin Readers	6	3000	Advanced (E)	C1	6.0-6.5	27,868 		A	120	Y	9		Contemporary	teen, adult	9781405882743	9781405880503				2008	2008	Y	
PGR6	Penguin	Thorn Birds, The	Mcgullough	Penguin Readers	6	3000	Advanced (E)	C1	6.0-6.5	24000		E		Y	9		-	teen, adult	9780582418233	-				2008	2008	N	
PGR6	Penguin	Tom Jones	Fielding, Henry	Penguin Readers	6	3000	Advanced (E)	C1	6.0-6.5	26,027 		A	112	Y	9		Classic	teen, adult	9781405882750	9781405880510				2008	2008	N	
PGR6	Penguin	Women in White, The	Collins, Wilkie	Penguin Readers	6	3000	Advanced (E)	C1	6.0-6.5	25,937 		A	120	Y	9		Classic	teen, adult	9781405882767	9781405880527				2008	2008	Y	
PYR1	Penguin	Animals		Penguin Young Readers Large	1		Beginner (E)		0.3	62 		E		Y	0		Original	Children (Age 5-11)	9780582788961	No Audio CD						Y	
PYR1	Penguin	Colors	Lo, Margaret	Penguin Young Readers Large	1		Beginner (E)		0.3	110 		E		N	0		Original	Children (Age 5-11)	9780582453319	No Audio CD						Y	
PYR1	Penguin	Dick Whittington		Penguin Young Readers Small	1		Beginner (E)		0.5	360 		E		N	0		Classic	Children (Age 5-11)	9780582430945	No Audio CD						Y	
PYR1	Penguin	Elves and the Shoemaker, The		Penguin Young Readers Large	1		Beginner (E)		0.5	332 		E		N	0		Classic	Children (Age 5-11)	9780582428737	No Audio CD						Y	
PYR1	Penguin	Families	Cretegny, Georgina	Penguin Young Readers Middle	1		Beginner (E)		0.4	186 		E		N	0		Original	Children (Age 5-11)	9780582448094	No Audio CD						Y	
PYR1	Penguin	Ghost House, The	Escott, John	Penguin Young Readers Small	1		Beginner (E)		0.5	330 		E		Y	0		Original	Children (Age 5-11)	9780582456150	No Audio CD						Y	
PYR1	Penguin	Goldilocks and the Three Bears		Penguin Young Readers Large	1		Beginner (E)		0.3	70 		E		N	0		Classic	Children (Age 5-11)	9780582428447	No Audio CD						Y	
PYR1	Penguin	Little Mermaid, The		Penguin Young Readers Middle	1		Beginner (E)		0.4	187 		E		Y	0		Classic	Children (Age 5-11)	9780582428669	No Audio CD						Y	
PYR1	Penguin	Musicians of Bremen, The		Penguin Young Readers Large	1		Beginner (E)		0.3	69 		E		N	0		Classic	Children (Age 5-11)	9780582344037	No Audio CD						Y	
PYR1	Penguin	Sleeping Beauty		Penguin Young Readers Large	1		Beginner (E)		0.3	70 		E		N	0		Classic	Children (Age 5-11)	9780582428454	No Audio CD						Y	
PYR1	Penguin	Sorcerers Apprentice, The		Penguin Young Readers Middle	1		Beginner (E)		0.4	220 		E		N	0		Classic	Children (Age 5-11)	9780582344051	No Audio CD						Y	
PYR1	Penguin	Three Billy Goats Gruff, The		Penguin Young Readers Middle	1		Beginner (E)		0.4	200 		E		Y	0		Classic	Children (Age 5-11)	9780582428652	No Audio CD						Y	
PYR1	Penguin	Tom's Cake and Kate's Lunch	Mcilvain	Penguin Young Readers Large	1		Beginner (E)		0.3	70 		E		N	0		Original	Children (Age 5-11)	9780582344143	No Audio CD						Y	
PYR1	Penguin	Town Mouse and the Country Mouse, The	Wong	Penguin Young Readers Middle	1		Beginner (E)		0.4	200 		E		Y	0		Classic	Children (Age 5-11)	9780582512429	No Audio CD						Y	
PYR2	Penguin	Aesop's Fables	Gilchrist	Penguin Young Readers Large	2		Beginner (M)		0.7	300 		E		Y	1		Classic	Children (Age 5-11)	9780582512306	No Audio CD						Y	
PYR2	Penguin	Aladdin and the Lamp		Penguin Young Readers Small	2		Beginner (M)		0.9	680 		E		Y	2		Classic	Children (Age 5-11)	9780582432543	No Audio CD						Y	
PYR2	Penguin	Best Christmas, The	Annie hughes	Penguin Young Readers Middle	2		Beginner (M)		0.8	300 		E		N	2		Original	Children (Age 5-11)	9780582344082	No Audio CD						Y	
PYR2	Penguin	Chicken Run		Penguin Young Readers Middle	2		Beginner (M)		0.8	460 		E		N	2		Contemporary	Children (Age 5-11)	9780582343719	No Audio CD						Y	
PYR2	Penguin	Cinderella		Penguin Young Readers Middle	2		Beginner (M)		0.8	200 		E		N	2		Classic	Children (Age 5-11)	9780582428683	No Audio CD						Y	
PYR2	Penguin	Eddie and the Magic Potion	Morris	Penguin Young Readers Middle	2		Beginner (M)		0.8	420 		E		N	2		Original	Children (Age 5-11)	9780582517585	No Audio CD						Y	
PYR2	Penguin	Ghosts	Williams	Penguin Young Readers Small	2		Beginner (M)		0.9	400 		E		N	2		Original	Children (Age 5-11)	9780582448124	No Audio CD						Y	
PYR2	Penguin	Golden Goose, The		Penguin Young Readers Small	2		Beginner (M)		0.9	600 		E		Y	2		Classic	Children (Age 5-11)	9780582430969	No Audio CD						Y	
PYR2	Penguin	Halloween	Lo, Margaret	Penguin Young Readers Middle	2		Beginner (M)		0.8	365 		E		N	2		Original	Children (Age 5-11)	9780582778573	No Audio CD						Y	
PYR2	Penguin	Jungle Book, The	Kipling	Penguin Young Readers Middle	2		Beginner (M)		0.8	410 		E		N	2		Classic	Children (Age 5-11)	9780582517509	No Audio CD						Y	
PYR2	Penguin	Little Red Riding Hood		Penguin Young Readers Middle	2		Beginner (M)		0.8	250 		E		Y	2		Classic	Children (Age 5-11)	9780582428676	No Audio CD						Y	
PYR2	Penguin	Mummy, The - Against the Elements		Penguin Young Readers Small	2		Beginner (M)		0.8			E		N	2		-	Children (Age 5-11)	9780582779518	No Audio CD						N	
PYR2	Penguin	My Home	Lo,m.	Penguin Young Readers Middle	2		Beginner (M)		0.7	534 		E		N	1		Original	Children (Age 5-11)	9780582456129	No Audio CD						Y	
PYR2	Penguin	Poppet	King-smith	Penguin Young Readers Large	2		Beginner (M)		0.7	200 		E		N	1		Contemporary	Children (Age 5-11)	9780582471139	No Audio CD						Y	
PYR2	Penguin	Present, The (Story Shop)		Penguin Young Readers Large	2		Beginner (M)		0.7	400 		E		N	1		Original	Children (Age 5-11)	9780582344129	No Audio CD						Y	
PYR2	Penguin	Puss in Boots		Penguin Young Readers Large	2		Beginner (M)		0.7	100 		E		Y	1		Classic	Children (Age 5-11)	9780582428478	No Audio CD						Y	
PYR2	Penguin	Seasons	Mciivan,a.	Penguin Young Readers Large	2		Beginner (M)		0.7	190 		E		Y	1		Original	Children (Age 5-11)	9780582456211	No Audio CD						Y	
PYR2	Penguin	Selfish Giant, The	Wilde,o.	Penguin Young Readers Small	2		Beginner (M)		0.9	400 		E		N	2		Classic	Children (Age 5-11)	9780582456099	No Audio CD						Y	
PYR2	Penguin	Snow White and Rose Red		Penguin Young Readers Small	2		Beginner (M)		0.9	700 		E		Y	2		Classic	Children (Age 5-11)	9780582430952	No Audio CD						Y	
PYR2	Penguin	Tinderbox, The		Penguin Young Readers Middle	2		Beginner (M)		0.8	400 		E		N	2		Classic	Children (Age 5-11)	9780582344150	No Audio CD						Y	
PYR2	Penguin	Tom Thumb		Penguin Young Readers Large	2		Beginner (M)		0.7	199 		E		N	1		Classic	Children (Age 5-11)	9780582428461	No Audio CD						Y	
PYR2	Penguin	Velveteen Rabbit	Williams	Penguin Young Readers Large	2		Beginner (M)		0.7	200 		E		N	1		Classic	Children (Age 5-11)	9780582778580	No Audio CD						N	
PYR2	Penguin	Wizard of Oz, The		Penguin Young Readers Middle	2		Beginner (M)		0.8	410 		E		Y	2		Classic	Children (Age 5-11)	9780582468610	No Audio CD						Y	
PYR3	Penguin	101 Dalmations		Penguin Young Readers Large	3		Beginner (H)		1.2	850 		E		N	3		Contemporary	Children (Age 5-11)	9780582430976	No Audio CD						Y	
PYR3	Penguin	Ali Baba and the Forty Thieves		Penguin Young Readers Small	3		Beginner (H)		1.6	1,000 		E		Y	3		Classic	Children (Age 5-11)	9780582430983	No Audio CD						Y	
PYR3	Penguin	Beauty and the Beast	Dahl,r.	Penguin Young Readers Small	3		Beginner (H)		1.6	1,400 		E		Y	3		Classic	Children (Age 5-11)	9780582456181	No Audio CD						Y	
PYR3	Penguin	Charlie and the Chocolate Factory	Fox,c.	Penguin Young Readers Middle	3		Beginner (H)		1.4	1,300 		E		Y	3		Contemporary	Children (Age 5-11)	9780582448001	No Audio CD						Y	
PYR3	Penguin	Famous Sports		Penguin Young Readers Small	3		Beginner (H)		1.6	1,800 		E		Y	3		Original	Children (Age 5-11)	9780582428690	No Audio CD						Y	
PYR3	Penguin	Hansel and Gretel		Penguin Young Readers Middle	3		Beginner (H)		1.4	1,300 		E		Y	3		Classic	Children (Age 5-11)	9780582344136	No Audio CD						Y	
PYR3	Penguin	Happy Granny and Wood Circle	Smith,d.	Penguin Young Readers Small	3		Beginner (H)		1.6	2,000 		E		Y	3		Original	Children (Age 5-11)	9780582465725	No Audio CD						Y	
PYR3	Penguin	Jack and the Beanstock		Penguin Young Readers Large	3		Beginner (H)		1.2	800 		E		Y	3		Classic	Children (Age 5-11)	9780582428591	No Audio CD						Y	
PYR3	Penguin	New Adventures of Tom Thumb		Penguin Young Readers Middle	3		Beginner (H)		1.6	1,320 		E		Y	3		Original	Children (Age 5-11)	9780582819993	No Audio CD						Y	
PYR3	Penguin	Peter and the Wolf	Hendon	Penguin Young Readers Middle	3		Beginner (H)		1.4	1,371 		E		N	3		Classic	Children (Age 5-11)	9780582512337	No Audio CD						Y	
PYR3	Penguin	Peter Pan	Barrie,j.	Penguin Young Readers Large	3		Beginner (H)		1.2	820 		E		N	3		Classic	Children (Age 5-11)	9780582461406	No Audio CD						Y	
PYR3	Penguin	Princess and the Frog, The		Penguin Young Readers Large	3		Beginner (H)		1.2	840 		E		N	3		Classic	Children (Age 5-11)	9780582343986	No Audio CD						Y	
PYR3	Penguin	School Bus, The	Morris,d.	Penguin Young Readers Middle	3		Beginner (H)		1.4	1,300 		E		Y	3		Original	Children (Age 5-11)	9780582456068	No Audio CD						Y	
PYR3	Penguin	Shapes	Laidlaw,c.	Penguin Young Readers Middle	3		Beginner (H)		1.4	1,200 		E		Y	3		Original	Children (Age 5-11)	9780582448032	No Audio CD						Y	
PYR3	Penguin	Sinbad the Sailor	Gilchrist	Penguin Young Readers Small	3		Beginner (H)		1.2	780 		E		N	3		Classic	Children (Age 5-11)	9780582512573	No Audio CD						Y	
PYR3	Penguin	Sitting Ducks: Bill Hatches an Egg	Bedard	Penguin Young Readers Middle	3		Beginner (H)		1.4	1,376 		E		N	3		-	Children (Age 5-11)	9780582779686	No Audio CD						N	
PYR3	Penguin	Snow White and the Seven Dwarves		Penguin Young Readers Middle	3		Beginner (H)		1.4	1200		E		Y	3		Classic	Children (Age 5-11)	9780582428706	No Audio CD						Y	
PYR3	Penguin	Stories from the Odyssey	Homer	Penguin Young Readers Small	3		Beginner (H)		1.6	2110		E		N	3		Classic	Children (Age 5-11)	9780582778634	No Audio CD						Y	
PYR3	Penguin	Ugly Duckling, The		Penguin Young Readers Large	3		Beginner (H)		1.2	650		E		N	3		Classic	Children (Age 5-11)	9780582428584	No Audio CD						Y	
PYR3	Penguin	Waters of Life	Gilchrist,c.	Penguin Young Readers Small	3		Beginner (H)		1.6	2100		E		N	3		Original	Children (Age 5-11)	9780582456037	No Audio CD						Y	
PYR3	Penguin	Winners and Losers (Story Shop)		Penguin Young Readers Middle	3		Beginner (H)		1.4	1200		E		N	3		-	Children (Age 5-11)	9780582344099	No Audio CD						N?	
PYR3	Penguin	Woody Woodpecker: Whistle Stop Woody		Penguin Young Readers Small	3		Beginner (H)		1.6	1,600 		E		N	3		-	Children (Age 5-11)	9780582512399	No Audio CD						N?	
PYR3	Penguin	Woody Woodpecker: Woody and the Beach Nuts		Penguin Young Readers Small	3		Beginner (H)		1.6	1,600 		E		N	3		-	Children (Age 5-11)	9780582512368	No Audio CD						N?	
PYR4	Penguin	Amazing Universe	Cowle,a.	Penguin Young Readers Middle	4		Elementary (E)		1.8-2.0	1,700 		E		N	4		Original	Children (Age 5-11)	9780582465756	No Audio CD						Y	
PYR4	Penguin	Ancient Egypt	Degnan veness	Penguin Young Readers Middle	4		Elementary (E)		1.8-2.0	1,900 		E		N	4		Original	Children (Age 5-11)	9780582777637	No Audio CD						N	
PYR4	Penguin	Christmas Carol, A	Dickens	Penguin Young Readers Small	4		Elementary (E)		2.0-2.2	2,700 		E		Y	4		Classic	Children (Age 5-11)	9780582512276	No Audio CD						Y	
PYR4	Penguin	Crane's Gift	Biddle,s.	Penguin Young Readers Small	4		Elementary (E)		2.0-2.2	2,600 		E		N	4		Contemporary	Children (Age 5-11)	9780582461437	No Audio CD						Y	
PYR4	Penguin	Danny Morton and the Eyes of Morn	Nation	Penguin Young Readers Small	4		Elementary (E)		2.0-2.2	2,700 		E		Y	4		Original	Children (Age 5-11)	9780582778641	No Audio CD						Y	
PYR4	Penguin	E.T. Book of the Green Planet	Kotwinkle	Penguin Young Readers Middle	4		Elementary (E)		1.8-2.0	2,100 		E		N	4		Contemporary	Children (Age 5-11)	9780582517554	No Audio CD						N	
PYR4	Penguin	Emperor and the Nightingale, The		Penguin Young Readers Small	4		Elementary (E)		2.0-2.2	2,600 		E		Y	4		Classic	Children (Age 5-11)	9780582344044	No Audio CD						Y	
PYR4	Penguin	Food	Maingay,p.	Penguin Young Readers Large	4		Elementary (E)		1.8-2.0	1,238 		E		Y	4		Original	Children (Age 5-11)	9780582465695	No Audio CD						Y	
PYR4	Penguin	Grounded (Story Shop)		Penguin Young Readers Small	4		Elementary (E)		2.0-2.2	1,900 		E		N	4		-	Children (Age 5-11)	9780582344112	No Audio CD						N?	
PYR4	Penguin	How the Grinch Stole Christmas		Penguin Young Readers Middle	4		Elementary (E)		2.0-2.2	2,100 		E		N	4		-	Children (Age 5-11)	9780582471528	No Audio CD						N?	
PYR4	Penguin	Monkey's Tale, A		Penguin Young Readers Middle	4		Elementary (E)		2.0-2.2	2,200 		E		Y	4		Contemporary	Children (Age 5-11)	9780582344068	No Audio CD						Y	
PYR4	Penguin	Pied Piper of Hamelin, The		Penguin Young Readers Middle	4		Elementary (E)		2.0-2.2	1,900 		E		Y	4		Classic	Children (Age 5-11)	9780582428720	No Audio CD						Y	
PYR4	Penguin	Pinocchio		Penguin Young Readers Large	4		Elementary (E)		1.8-2.0	1,100 		E		Y	4		Classic	Children (Age 5-11)	9780582428645	No Audio CD						Y	
PYR4	Penguin	Rapunzel		Penguin Young Readers Middle	4		Elementary (E)		1.8-2.0	1,180 		E		N	4		Classic	Children (Age 5-11)	9780582428713	No Audio CD						Y	
PYR4	Penguin	Road to El Dorado, The	Lerangis	Penguin Young Readers Small	4		Elementary (E)		2.0-2.2	2,000 		E		N	4		Contemporary	Children (Age 5-11)	9780582504745	No Audio CD						Y	
PYR4	Penguin	Rumpelstiltskin		Penguin Young Readers Small	4		Elementary (E)		2.0-2.2	1,400 		E		N	4		Classic	Children (Age 5-11)	9780582432475	No Audio CD						Y	
PYR4	Penguin	Snow Queen, The		Penguin Young Readers Small	4		Elementary (E)		2.0-2.2	2,500 		E		Y	4		Classic	Children (Age 5-11)	9780582430990	No Audio CD						Y	
PYR4	Penguin	Swiss Family Robinson, The		Penguin Young Readers Small	4		Elementary (E)		2.0-2.2	2,300 		E		N	4		Classic	Children (Age 5-11)	9780582819986	No Audio CD						Y	
PYR4	Penguin	Thief in the Village and other stories, A		Penguin Young Readers Small	4		Elementary (E)		2.0-2.2	2,500 		E		Y	4		-	Children (Age 5-11)	9780582344075	No Audio CD						N?	
PYR4	Penguin	Toy Soldier, The		Penguin Young Readers Large	4		Elementary (E)		1.8-2.0	1,000 		E		Y	4		Classic	Children (Age 5-11)	9780582428638	No Audio CD						Y	
PYR4	Penguin	Sacajawea: Her True Story		Penguin Young Readers Large	4		Elementary (E)		2.0-2.2	1,300 		E		Y	4			Children (Age 5-11)		No Audio CD							
